review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
daknole,1325289600,8/20,4/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JoePeesie,1314748800,10/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
5000,1305417600,12/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Rciesla,1293408000,13/20,6/10,3/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
WeeHeavySD,1277510400,15/20,8/10,5/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
nbutler11,1266969600,15/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Juelze,1265932800,14/20,6/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Ughsmash,1259452800,13/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Cletus,1257033600,15/20,8/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
coyotehunter,1250812800,12/20,5/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
MrBunn,1250812800,13/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
thirdeye11,1249776000,12/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Ibrew2or3,1248652800,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
markwise,1246838400,14/20,6/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
bu11zeye,1246492800,7/20,3/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
mar,1246406400,15/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ericandersnavy,1246406400,9/20,4/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
tokyogoat,1246320000,12/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Swalden28,1246060800,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
blutt59,1245974400,6/20,4/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Cavie,1245974400,8/20,4/10,2/5,2/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
jimbowood,1244937600,16/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Snojerk321,1244505600,15/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JaBier,1243209600,14/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
BeerandBlues2,1242691200,12/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
fidel,1239667200,15/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
AgentSteve,1239667200,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
hopscotch,1239062400,11/20,6/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Dickinsonbeer,1238544000,12/20,5/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
hellbilly,1238457600,7/20,5/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
AmEricanbrew,1237852800,14/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
anders37,1237334400,16/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
dchmela,1235865600,12/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
michael-pollack,1235001600,10/20,4/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JCB,1234137600,10/20,6/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ucusty,1234137600,13/20,7/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
BOLTZ7555,1233273600,10/20,4/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Sparky,1232668800,10/20,5/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
cbkschubert,1232064000,15/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
highibus,1231977600,17/20,8/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
JMFG,1231718400,13/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Ratman197,1230163200,15/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
cmillward,1229558400,12/20,6/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
jamesnsandy,1229385600,15/20,6/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Hophead22,1222560000,18/20,9/10,5/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ThomasE,1220745600,10/20,5/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
BlackDonald,1218326400,12/20,6/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
uhre,1217635200,11/20,6/10,2/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
KimJohansen,1217462400,14/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Papsoe,1217462400,15/20,7/10,3/5,2/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Ungstrup,1217203200,13/20,7/10,3/5,2/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
yespr,1217116800,15/20,8/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Grovlam,1217116800,15/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Rusty,1212796800,16/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
Shag,1211760000,16/20,7/10,3/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ChainGangGuy,1210809600,15/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
kp,1210464000,15/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
CaptainCougar,1210377600,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
unclemattie,1210377600,16/20,9/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
shp555,1210377600,8/20,4/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
ATLBeerDog,1210377600,12/20,7/10,2/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
marcus,1204416000,16/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
SuperDave,1203206400,16/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
dwyerpg,1196985600,17/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
KAggie97,1185408000,17/20,9/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
bhensonb,1177632000,15/20,7/10,4/5,5/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
MI2CA,1175817600,15/20,7/10,4/5,3/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
robertsreality,1173571200,16/20,6/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
weeare138,1145577600,16/20,7/10,3/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
TomDecapolis,1145491200,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
egajdzis,1145491200,15/20,7/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
kungus,1144281600,15/20,8/10,4/5,4/5,Sonoran Old Saguaro Barleywine,Barley Wine,2301
FlacoAlto,1141430400,13/20,7/10,3/5,4/5,Sonoran Wee Heavy Scottish Ale,Scotch Ale,56747
Steib,1126742400,14/20,7/10,3/5,4/5,Sonoran Twisted Cherry,Sour Ale/Wild Ale,50323
turbo,1124841600,12/20,7/10,3/5,3/5,Sonoran Twisted Cherry,Sour Ale/Wild Ale,50323
Bockyhorsey,1124841600,12/20,6/10,3/5,3/5,Sonoran Twisted Cherry,Sour Ale/Wild Ale,50323
Aurelius,1124841600,13/20,6/10,2/5,4/5,Sonoran Twisted Cherry,Sour Ale/Wild Ale,50323
BOLTZ7555,1266796800,17/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Sparky,1266624000,16/20,7/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
hopscotch,1265932800,15/20,8/10,5/5,3/5,Sonoran 200,American Strong Ale,110822
Rusty,1265328000,18/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
marcus,1264982400,17/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
bhensonb,1264982400,17/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
nbutler11,1264982400,15/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Beerlando,1264636800,16/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
daknole,1264377600,17/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
redlight,1262822400,16/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
IrishBoy,1262649600,17/20,9/10,3/5,4/5,Sonoran 200,American Strong Ale,110822
Cletus,1262044800,16/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
kmweaver,1261785600,16/20,9/10,5/5,3/5,Sonoran 200,American Strong Ale,110822
cgarvieuk,1325548800,9/20,4/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
Atom,1324598400,14/20,8/10,4/5,2/5,Sonoran 200,American Strong Ale,110822
mtjoseph,1324598400,12/20,6/10,4/5,2/5,Sonoran 200,American Strong Ale,110822
mattyb83,1324598400,4/20,2/10,2/5,2/5,Sonoran 200,American Strong Ale,110822
beernbourbon,1323820800,14/20,6/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
vyvvy,1323648000,14/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
jandd1983,1322870400,16/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
seymour,1322870400,13/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
Strykzone,1322784000,17/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
phaleslu,1322697600,15/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
Christian,1321747200,12/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
CanIHave4Beers,1320192000,17/20,8/10,5/5,3/5,Sonoran 200,American Strong Ale,110822
Skyview,1319328000,18/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
madmitch76,1319328000,16/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
decaturstevo,1317772800,16/20,7/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
Leighton,1317427200,18/20,9/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
FatPhil,1317168000,13/20,5/10,2/5,2/5,Sonoran 200,American Strong Ale,110822
Pailhead,1316736000,15/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
womencantsail,1314921600,11/20,5/10,3/5,4/5,Sonoran 200,American Strong Ale,110822
Dedollewaitor,1314576000,15/20,8/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
tgncc,1313884800,14/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
KyotoLefty,1312934400,10/20,5/10,2/5,1/5,Sonoran 200,American Strong Ale,110822
harrisoni,1312675200,16/20,5/10,3/5,1/5,Sonoran 200,American Strong Ale,110822
jrallen34,1308355200,6/20,3/10,2/5,2/5,Sonoran 200,American Strong Ale,110822
skoisirius,1304640000,15/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
patrick767,1302480000,16/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Hophead22,1302393600,10/20,4/10,2/5,2/5,Sonoran 200,American Strong Ale,110822
anders37,1301184000,14/20,6/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
lucklys,1297555200,15/20,9/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
TheEpeeist,1293494400,17/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
douglas88,1292198400,17/20,7/10,3/5,4/5,Sonoran 200,American Strong Ale,110822
Sledutah,1292198400,15/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Ungstrup,1291939200,11/20,5/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
Plovmand,1291680000,11/20,5/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
Theis,1290902400,16/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
fonefan,1290556800,10/20,5/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
joergen,1290470400,15/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
yespr,1290384000,13/20,7/10,4/5,2/5,Sonoran 200,American Strong Ale,110822
Pinball,1290384000,11/20,6/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
madsberg,1290384000,9/20,5/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
Papsoe,1290384000,14/20,6/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
drfabulous,1289174400,16/20,5/10,3/5,4/5,Sonoran 200,American Strong Ale,110822
Glouglouburp,1288915200,8/20,4/10,1/5,1/5,Sonoran 200,American Strong Ale,110822
zdk,1284940800,17/20,6/10,3/5,5/5,Sonoran 200,American Strong Ale,110822
j12601,1283299200,13/20,6/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
Lagunitasfan,1280966400,16/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
swoopjones,1280707200,15/20,8/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
OSLO,1280534400,12/20,6/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Drake,1280016000,13/20,7/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
WeeHeavySD,1279497600,15/20,7/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
DaSilky1,1279411200,14/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
MaltOMeal,1279324800,17/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
MatSciGuy,1278547200,14/20,7/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
dogfighter,1277510400,14/20,5/10,3/5,2/5,Sonoran 200,American Strong Ale,110822
MeadMe,1274918400,16/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
travita,1273708800,16/20,8/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
BrewDad,1273104000,11/20,6/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
deyholla,1272844800,12/20,6/10,3/5,3/5,Sonoran 200,American Strong Ale,110822
bu11zeye,1271721600,15/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Rciesla,1270944000,14/20,7/10,3/5,5/5,Sonoran 200,American Strong Ale,110822
KAggie97,1270339200,18/20,8/10,4/5,5/5,Sonoran 200,American Strong Ale,110822
markwise,1270339200,16/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
hellbilly,1269820800,16/20,7/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
kp,1269648000,15/20,7/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
gkost,1268524800,15/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
ericandersnavy,1268179200,16/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
thirdeye11,1268006400,16/20,9/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
mar,1267833600,16/20,7/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
BMan1113VR,1267747200,15/20,8/10,4/5,3/5,Sonoran 200,American Strong Ale,110822
Nena,1267315200,17/20,8/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
after4ever,1267228800,15/20,9/10,4/5,4/5,Sonoran 200,American Strong Ale,110822
Sickboy282,1027987200,13/20,6/10,3/5,4/5,Sonoran Top Down Golden Pale Ale,American Pale Ale,2299
Gusler,1020384000,12/20,6/10,3/5,3/5,Sonoran Top Down Golden Pale Ale,American Pale Ale,2299
Pablo McStouthead,1008979200,12/20,5/10,2/5,2/5,Sonoran Top Down Golden Pale Ale,American Pale Ale,2299
Bockyhorsey,1139961600,15/20,8/10,3/5,4/5,Sonoran Nut Brown,Brown Ale,22203
FlacoAlto,1139788800,13/20,7/10,4/5,3/5,Sonoran Nut Brown,Brown Ale,22203
ontario102,1136505600,11/20,4/10,2/5,3/5,Sonoran Nut Brown,Brown Ale,22203
Andrew196,1045526400,13/20,6/10,4/5,4/5,Sonoran Nut Brown,Brown Ale,22203
ROGUE,1254096000,9/20,5/10,2/5,4/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
Gusler,1030838400,10/20,6/10,3/5,3/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
omhper,1018310400,9/20,3/10,2/5,2/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
spydog,1017446400,11/20,6/10,3/5,3/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
Bov,997660800,6/20,3/10,2/5,2/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
Oakes,988329600,5/20,2/10,1/5,2/5,Sonoran Top Down Classic Red Ale,Amber Ale,2260
daknole,1298160000,10/20,5/10,3/5,3/5,Sonoran Dred Double Red Ale,American Strong Ale,37578
Canadianlush,1181347200,15/20,7/10,3/5,4/5,Sonoran Dred Double Red Ale,American Strong Ale,37578
JasonG,1093564800,16/20,6/10,3/5,4/5,Sonoran Dred Double Red Ale,American Strong Ale,37578
Steib,1092182400,15/20,7/10,4/5,4/5,Sonoran Dred Double Red Ale,American Strong Ale,37578
nbutler11,1264032000,15/20,7/10,4/5,4/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
ajm,1261958400,18/20,8/10,4/5,5/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
cmillward,1240704000,12/20,6/10,3/5,3/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
BlackForestCO,1239753600,14/20,7/10,3/5,4/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
Crosling,1239667200,11/20,5/10,2/5,4/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
Rusty,1238889600,18/20,9/10,4/5,4/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
grimreeser,1181520000,16/20,7/10,4/5,3/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
hellbilly,1180224000,17/20,7/10,4/5,3/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
Bockyhorsey,1180137600,16/20,7/10,4/5,3/5,Papago Oak Aged Oh Brother,Sour Ale/Wild Ale,73582
goldtwins,1193702400,14/20,7/10,3/5,4/5,Papago Schitzengiggles Eisbock,Eisbock,70108
BeerandBlues2,1193356800,13/20,7/10,3/5,3/5,Papago Schitzengiggles Eisbock,Eisbock,70108
kp,1192924800,13/20,7/10,4/5,4/5,Papago Schitzengiggles Eisbock,Eisbock,70108
hellbilly,1176940800,13/20,5/10,3/5,3/5,Papago Schitzengiggles Eisbock,Eisbock,70108
unclemattie,1175040000,15/20,9/10,5/5,5/5,Papago Schitzengiggles Eisbock,Eisbock,70108
MNovak,1175040000,12/20,6/10,3/5,4/5,Papago Schitzengiggles Eisbock,Eisbock,70108
eaglefan538,1173657600,8/20,4/10,2/5,3/5,Papago Schitzengiggles Eisbock,Eisbock,70108
Bockyhorsey,1171929600,10/20,5/10,3/5,3/5,Papago Schitzengiggles Eisbock,Eisbock,70108
BeerLimey,1075939200,14/20,8/10,3/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
egajdzis,1075248000,16/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Murphy,1074816000,16/20,7/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
whaleman,1073001600,16/20,9/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
CaptainCougar,1071792000,15/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
FlacoAlto,1071360000,17/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Blake,1070841600,14/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
yehaww,1070236800,5/20,4/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Terminus,1070064000,16/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
dankitydancer,1069459200,16/20,7/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
TheBeerGod,1069459200,17/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
hopscotch,1068854400,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Vac,1068595200,8/20,3/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
flutetokill,1068508800,17/20,8/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
JCW,1068422400,15/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
beermatrix,1067558400,17/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
elnadeau,1067472000,15/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
DaSilky1,1067385600,15/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Padron4KM,1067126400,18/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
loweredsixth,1064880000,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
drinkbeer,1064793600,16/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
SDbruboy,1064620800,17/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
beerguy101,1064534400,17/20,9/10,5/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
bb,1064102400,18/20,9/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Sickboy282,1064102400,17/20,8/10,3/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
jazz88,1063843200,17/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Steib,1060473600,17/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Gusler,1049414400,18/20,9/10,5/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
argo0,1046044800,12/20,6/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Andrew196,1045526400,14/20,8/10,5/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
TheTsunami,1042848000,11/20,5/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
TAR,1015977600,16/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
beer200299,1014249600,19/20,9/10,5/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
douglas88,1325635200,10/20,5/10,3/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
keanex,1324857600,16/20,9/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
dcschiller,1324339200,17/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Atom,1322870400,16/20,6/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
fata2683,1301184000,12/20,5/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
Savvy1982,1299542400,10/20,3/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
lucklys,1297209600,17/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
nuplastikk,1283731200,9/20,4/10,2/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
nbutler11,1266969600,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
daknole,1266105600,17/20,8/10,5/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Sammy,1265500800,19/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Sparky,1262995200,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
ajm,1262390400,17/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Rusty,1212796800,16/20,7/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
Ughsmash,1210118400,15/20,8/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
hellbilly,1203897600,16/20,7/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
SuperDave,1203206400,15/20,7/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
BOLTZ7555,1203120000,16/20,7/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
WeeHeavySD,1196553600,15/20,7/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
cbkschubert,1190505600,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
goldtwins,1188864000,14/20,6/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
kp,1188604800,13/20,7/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Canadianlush,1181347200,16/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
shp555,1179705600,10/20,5/10,2/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
Dickinsonbeer,1144022400,13/20,7/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
hopdog,1143763200,11/20,5/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
bigbeersrule,1143590400,15/20,8/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
murrayswine,1143417600,19/20,10/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
TheBeerLover,1138665600,15/20,9/10,5/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Bockyhorsey,1138492800,14/20,7/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
Cletus,1133481600,15/20,8/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
matta,1133395200,17/20,8/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
OhioDad,1125964800,17/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Kevin,1123632000,16/20,7/10,3/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
Lumpy,1123632000,16/20,7/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
Nuffield,1123632000,15/20,8/10,4/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
DarkElf,1115856000,13/20,6/10,3/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
MadMan,1115078400,15/20,8/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Eyedrinkale,1110758400,14/20,6/10,5/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
lilannie,1105574400,18/20,9/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
Cornboy,1101340800,15/20,7/10,4/5,5/5,Sonoran Inebriator Stout,Imperial Stout,12350
jsquire,1098403200,17/20,8/10,4/5,3/5,Sonoran Inebriator Stout,Imperial Stout,12350
JPDIPSO,1097625600,14/20,7/10,3/5,4/5,Sonoran Inebriator Stout,Imperial Stout,12350
